,appid,name,release_date,yrs_released,winter,spring,summer,fall,achievements,average_playtime,median_playtime,price,avg_owners,revenue,total_ratings,perc_pos_ratings,tags_per_game,multi,co-op,cont_supp,steam_achiev,steam_tc,steam_cloud,indie,action,adventure,casual,strategy,simulation,rpg,puzzle,2d,great_soundtrack,atmospheric,vr,difficult,story_rich,free_to_play,anime,horror,platformer,pixel_graphics,violent
11488,542960,Pumpkin SculptrVR,2016-10-21,3,0,0,0,1,0,0,0,0.0,10000.0,0.0,14,0.8571428571428571,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11534,544130,Whack-a-Vote: Hammering the Polls,2016-11-02,3,0,0,0,1,0,0,0,0.0,10000.0,0.0,15,0.8,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11547,544420,VRCapture,2016-11-03,3,0,0,0,1,0,1,1,0.0,75000.0,0.0,51,0.6470588235294118,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11555,544590,Death Dojo,2016-11-08,3,0,0,0,1,0,4,4,0.0,10000.0,0.0,72,0.6805555555555556,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
11568,544840,Children of Orc,2016-12-20,3,1,0,0,0,9,6,6,0.0,10000.0,0.0,59,0.7288135593220338,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11570,544920,Darwin Project,2018-03-09,1,0,1,0,0,0,160,82,0.0,750000.0,0.0,11930,0.8099748533109807,19,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11690,547750,Endless Night - Alpha,2016-12-05,3,1,0,0,0,0,0,0,0.0,10000.0,0.0,41,0.8780487804878049,5,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11715,548280,NeonBall,2018-02-23,1,1,0,0,0,12,0,0,0.0,10000.0,0.0,16,0.875,4,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11759,549770,Paranormal Teens,2016-12-28,3,1,0,0,0,10,0,0,0.0,10000.0,0.0,58,0.3103448275862069,3,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11765,549880,RoboSports VR,2016-11-07,3,0,0,0,1,0,0,0,0.0,10000.0,0.0,15,0.5333333333333333,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11777,550240,After Life - Story of a Father,2016-11-25,3,0,0,0,1,0,0,0,0.0,10000.0,0.0,26,0.6153846153846154,4,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11786,550520,B. Braun Future Operating Room,2016-12-09,3,1,0,0,0,0,9,9,0.0,10000.0,0.0,12,0.75,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11795,550820,Kitten Cannon,2016-10-31,3,0,0,0,1,0,0,0,0.0,10000.0,0.0,29,0.7586206896551724,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11835,551960,DatavizVR Demo,2016-12-05,3,1,0,0,0,0,0,0,0.0,10000.0,0.0,10,0.9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11912,553440,R.A.T.S. (Regulatory Astro-Topographical Stabilizer),2017-02-15,2,1,0,0,0,9,0,0,0.0,10000.0,0.0,11,0.8181818181818182,2,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11920,553570,iFactor,2016-12-16,3,1,0,0,0,5,0,0,0.0,10000.0,0.0,11,0.2727272727272727,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11921,553590,Hot Squat,2016-11-22,3,0,0,0,1,15,0,0,0.0,35000.0,0.0,87,0.9425287356321839,4,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11939,554140,Desert Ride Coaster,2016-12-07,3,1,0,0,0,0,0,0,0.0,35000.0,0.0,41,0.6585365853658537,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12066,557260,iREC,2017-01-16,2,1,0,0,0,0,0,0,0.0,75000.0,0.0,108,0.4351851851851852,5,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
12093,557940,The Muybridge Mausoleum,2017-07-10,2,0,0,1,0,0,0,0,0.0,10000.0,0.0,5,0.8,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12117,558750,Goaltender VR,2018-02-19,1,1,0,0,0,7,0,0,0.0,10000.0,0.0,16,0.9375,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12173,560380,MapleStory 2,2018-10-04,1,0,0,0,1,0,1273,149,0.0,1500000.0,0.0,6893,0.7461192514144784,16,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
12187,560790,Red Spider2: Exiled,2016-12-09,3,1,0,0,0,0,0,0,0.0,10000.0,0.0,13,0.9230769230769231,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12192,560970,Fireworks Desert Blast,2016-12-22,3,1,0,0,0,0,0,0,0.0,10000.0,0.0,20,0.8,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12228,562290,Knights of Galiveth,2017-05-01,2,0,1,0,0,35,0,0,0.0,10000.0,0.0,18,0.6111111111111112,12,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
12279,563430,Void Pyramid,2016-12-05,3,1,0,0,0,0,0,0,0.0,10000.0,0.0,94,0.9680851063829787,6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
12280,563470,Reaping Rewards,2017-06-09,2,0,0,1,0,0,0,0,0.0,35000.0,0.0,55,0.6181818181818182,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12295,564010,Stern Pinball Arcade,2016-12-23,3,1,0,0,0,33,0,0,0.0,10000.0,0.0,187,0.3422459893048128,3,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12299,564080,Metagalactic Blitz,2017-11-16,2,0,0,0,1,44,285,285,0.0,10000.0,0.0,17,0.9411764705882353,8,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12308,564330,In Your Face TD,2017-03-22,2,0,1,0,0,0,0,0,0.0,10000.0,0.0,80,0.9875,4,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12330,565110,Mobile Astro,2016-12-15,3,1,0,0,0,4,0,0,0.0,35000.0,0.0,18,0.9444444444444444,8,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12343,565640,Colorful Life,2017-07-17,2,0,0,1,0,15,0,0,0.0,10000.0,0.0,14,0.35714285714285715,2,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12356,566130,Witly - language tutoring in VR,2017-04-01,2,0,1,0,0,0,0,0,0.0,10000.0,0.0,9,0.5555555555555556,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12358,566150,Bowling at the Lake,2016-12-08,3,1,0,0,0,0,0,0,0.0,10000.0,0.0,16,0.5625,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12369,566410,Once upon a time,2017-09-24,2,0,0,0,1,3,0,0,0.0,10000.0,0.0,15,0.3333333333333333,3,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12450,568300,The Sibling Experiment,2018-05-25,1,0,1,0,0,8,0,0,0.0,10000.0,0.0,21,0.7142857142857143,4,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12466,568690,Smash Party VR,2016-12-18,3,1,0,0,0,0,0,0,0.0,10000.0,0.0,37,0.918918918918919,5,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12557,571500,Magic Hour,2016-12-20,3,1,0,0,0,0,0,0,0.0,10000.0,0.0,4,1.0,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12626,573530,Isolation,2017-01-30,2,1,0,0,0,0,0,0,0.0,10000.0,0.0,23,0.4782608695652174,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12675,574780,Naughty Or Nice,2016-12-28,3,1,0,0,0,0,0,0,0.0,35000.0,0.0,4,1.0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12798,577210,Q.U.I.R.K.™,2017-03-29,2,0,1,0,0,46,0,0,0.0,10000.0,0.0,35,0.7142857142857143,19,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12851,578470,Break Time!,2017-02-08,2,1,0,0,0,10,0,0,0.0,10000.0,0.0,24,0.7083333333333334,5,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12871,579040,DEFCON VR,2017-02-15,2,1,0,0,0,0,0,0,0.0,10000.0,0.0,10,0.4,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12872,579050,VRSailing by BeTomorrow,2017-01-12,2,1,0,0,0,0,0,0,0.0,35000.0,0.0,56,0.8928571428571429,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12873,579080,Snow Games VR,2017-02-01,2,1,0,0,0,7,0,0,0.0,10000.0,0.0,10,0.4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12949,581650,Once Upon an All Hallow's Eve,2017-01-18,2,1,0,0,0,4,0,0,0.0,10000.0,0.0,107,0.7850467289719626,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12961,581910,Iron Armada,2017-12-29,2,1,0,0,0,0,0,0,0.0,10000.0,0.0,97,0.8865979381443299,5,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12966,582030,Oblivion Tesseract VR,2017-04-19,2,0,1,0,0,0,0,0,0.0,10000.0,0.0,9,0.7777777777777778,5,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
13035,584880,Pixel Sand,2017-04-20,2,0,1,0,0,0,0,0,0.0,10000.0,0.0,27,0.8888888888888888,4,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13145,587290,The Thing With Mistletoes,2017-02-10,2,1,0,0,0,5,25,25,0.0,10000.0,0.0,52,0.6923076923076923,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13170,587840,In the Darkness of the Sea,2017-02-01,2,1,0,0,0,0,0,0,0.0,10000.0,0.0,58,0.7586206896551724,6,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
13183,588120,Capsa,2017-10-23,2,0,0,0,1,727,0,0,0.0,10000.0,0.0,117,0.5726495726495726,19,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13211,588890,Heroes of Arca,2017-02-16,2,1,0,0,0,20,0,0,0.0,10000.0,0.0,58,0.6896551724137931,3,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13222,589160,Zombie Apocalypse,2017-02-15,2,1,0,0,0,0,10,10,0.0,10000.0,0.0,44,0.6136363636363636,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13246,589620,It Lurks in the Woods,2017-02-08,2,1,0,0,0,0,0,0,0.0,10000.0,0.0,51,0.6862745098039216,7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
13264,590430,BeefeaterXO,2017-02-14,2,1,0,0,0,0,0,0,0.0,10000.0,0.0,13,0.6153846153846154,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
13265,590440,Carlos III y la difusión de la antigüedad,2017-03-13,2,0,1,0,0,0,0,0,0.0,75000.0,0.0,5,0.8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13275,590770,Vectonic,2017-02-14,2,1,0,0,0,0,0,0,0.0,10000.0,0.0,7,0.7142857142857143,2,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13338,592780,Bang Bang Car,2017-04-18,2,0,1,0,0,42,0,0,0.0,10000.0,0.0,22,0.5454545454545454,5,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13343,593090,GIPHY Museum of GIF Art,2017-03-08,2,0,1,0,0,0,0,0,0.0,10000.0,0.0,18,0.9444444444444444,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
13361,593670,Sponchies,2017-09-27,2,0,0,0,1,110,0,0,0.0,35000.0,0.0,34,0.8823529411764706,3,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13386,594490,Deadly Hunter VR,2017-06-19,2,0,0,1,0,43,4,4,0.0,10000.0,0.0,219,0.8356164383561644,7,1,1,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
13501,598070,Nevrosa: Prelude,2017-02-23,2,1,0,0,0,4,0,0,0.0,75000.0,0.0,172,0.9127906976744186,9,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
13522,598680,Master of Magic Chess,2017-05-23,2,0,1,0,0,55,0,0,0.0,10000.0,0.0,57,0.43859649122807015,3,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13552,599630,Mountain Mind - Headbanger's VR,2017-03-07,2,0,1,0,0,8,0,0,0.0,10000.0,0.0,18,0.7222222222222222,4,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
13643,601990,Perspectives: Aleppo-Helsinki,2017-11-15,2,0,0,0,1,0,0,0,0.0,10000.0,0.0,15,0.4666666666666667,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
13668,602630,Diorama Worlds,2017-06-13,2,0,0,1,0,0,0,0,0.0,10000.0,0.0,23,0.9565217391304348,10,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
13712,603630,Rubber Ball VR,2017-03-09,2,0,1,0,0,0,0,0,0.0,10000.0,0.0,27,0.7777777777777778,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
13776,605850,Pinball Inside: A VR Arcade Game,2017-03-08,2,0,1,0,0,0,0,0,0.0,10000.0,0.0,40,0.875,3,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
13782,606010,Weelco VR,2017-03-23,2,0,1,0,0,0,0,0,0.0,10000.0,0.0,4,0.5,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13832,607460,Epic Snails,2017-12-05,2,1,0,0,0,0,0,0,0.0,75000.0,0.0,195,0.9384615384615385,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13840,607770,Moonatees,2017-03-29,2,0,1,0,0,0,0,0,0.0,10000.0,0.0,9,0.8888888888888888,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
13846,608000,Buzz Aldrin: Cycling Pathways to Mars,2017-03-17,2,0,1,0,0,0,0,0,0.0,35000.0,0.0,101,0.9108910891089109,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13862,608990,The Archotek Project,2017-04-28,2,0,1,0,0,9,2,3,0.0,75000.0,0.0,417,0.4988009592326139,9,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14009,613620,Hoverloop,2018-01-29,1,1,0,0,0,0,0,0,0.0,10000.0,0.0,10,0.8,3,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14039,614710,Seance: The Unquiet (Demo 1),2017-05-02,2,0,1,0,0,0,0,0,0.0,10000.0,0.0,41,0.9512195121951219,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
14044,614890,Cuit,2017-04-24,2,0,1,0,0,6,0,0,0.0,10000.0,0.0,46,0.8043478260869565,7,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
14058,615160,The Adventures of Alvis,2017-04-03,2,0,1,0,0,1,0,0,0.0,10000.0,0.0,5,0.6,3,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14067,615460,Bitcoin VR,2017-03-31,2,0,1,0,0,0,0,0,0.0,10000.0,0.0,9,0.6666666666666666,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14170,619140,Station 21 - Space Station Simulator,2018-02-16,1,1,0,0,0,15,0,0,0.0,10000.0,0.0,14,0.2857142857142857,4,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14189,619550,Vision,2018-03-06,1,0,1,0,0,0,2,2,0.0,10000.0,0.0,25,0.8,3,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14264,622270,Show It 2 Me,2017-12-14,2,1,0,0,0,0,0,0,0.0,10000.0,0.0,63,0.9841269841269841,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14325,624050,Lazer Cops,2017-06-15,2,0,0,1,0,13,0,0,0.0,10000.0,0.0,8,0.875,7,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14335,624460,Fantasynth: Chez Nous,2017-04-20,2,0,1,0,0,0,8,8,0.0,75000.0,0.0,308,0.961038961038961,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14352,625080,FlatOut 4: Total Insanity Workshop Tool,2017-06-22,2,0,0,1,0,0,0,0,0.0,10000.0,0.0,7,0.7142857142857143,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14364,625580,The Cleansing - Versus,2017-09-28,2,0,0,0,1,0,0,0,0.0,10000.0,0.0,8,0.625,5,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14412,627530,Strata inStudio VR,2017-05-03,2,0,1,0,0,3,0,0,0.0,35000.0,0.0,9,1.0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14445,628530,Blobby Tennis,2017-05-12,2,0,1,0,0,16,0,0,0.0,10000.0,0.0,23,0.7391304347826086,5,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14473,629210,Extra Terrestrial Perception,2017-06-13,2,0,0,1,0,0,0,0,0.0,10000.0,0.0,7,0.14285714285714285,3,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14480,629420,Super Perspective,2017-09-14,2,0,0,0,1,8,0,0,0.0,10000.0,0.0,8,1.0,4,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14547,632080,Kinese,2018-03-16,1,0,1,0,0,6,0,0,0.0,10000.0,0.0,7,1.0,4,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14588,634060,ObserVRtarium,2017-06-08,2,0,0,1,0,0,0,0,0.0,10000.0,0.0,9,0.7777777777777778,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14590,634090,Suncore Chronicles: The Tower,2018-04-10,1,0,1,0,0,40,0,0,0.0,10000.0,0.0,28,0.5357142857142857,4,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14683,637960,ProjectM : Dream,2017-09-04,2,0,0,0,1,0,0,0,0.0,35000.0,0.0,46,0.9130434782608695,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14726,639960,OzGrind Virtual Reality Showroom,2017-07-20,2,0,0,1,0,0,0,0,0.0,10000.0,0.0,3,0.6666666666666666,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14754,641860,Trenches of War,2017-07-06,2,0,0,1,0,0,0,0,0.0,10000.0,0.0,26,0.8846153846153846,4,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14761,642000,Regenesis Arcade Lite,2017-11-20,2,0,0,0,1,10,0,0,0.0,35000.0,0.0,39,0.6923076923076923,18,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
14780,642840,Red Bull Doodle Art - Global VR Gallery,2017-06-30,2,0,0,1,0,0,0,0,0.0,10000.0,0.0,5,1.0,5,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14823,644660,Lathe Safety Simulator,2017-06-06,2,0,0,1,0,0,0,0,0.0,10000.0,0.0,21,0.8095238095238095,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14847,645480,Spider-Man: Homecoming - Virtual Reality Experience,2017-06-30,2,0,0,1,0,0,9,9,0.0,150000.0,0.0,322,0.6086956521739131,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14876,646360,El Ministerio del Tiempo VR: El tiempo en tus manos,2017-09-29,2,0,0,0,1,0,0,0,0.0,35000.0,0.0,11,0.9090909090909091,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14880,646440,Redfoot Bluefoot Dancing,2017-06-20,2,0,0,1,0,0,0,0,0.0,10000.0,0.0,6,0.16666666666666666,5,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14898,647430,Game of Emperors,2017-07-13,2,0,0,1,0,0,0,0,0.0,10000.0,0.0,9,0.4444444444444444,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15002,651080,Moon Landing VR,2018-11-07,1,0,0,0,1,0,0,0,0.0,10000.0,0.0,3,0.6666666666666666,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
15006,651320,VRTGO,2017-06-26,2,0,0,1,0,0,0,0,0.0,10000.0,0.0,4,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15034,652150,Oats Studios - Volume 1 Assets,2017-06-14,2,0,0,1,0,0,0,0,0.0,35000.0,0.0,153,0.954248366013072,13,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15049,652480,Killbox,2017-08-24,2,0,0,1,0,0,0,0,0.0,10000.0,0.0,40,0.625,3,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15061,652750,Polygon Hero,2017-07-01,2,0,0,1,0,0,0,0,0.0,10000.0,0.0,20,0.6,5,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15175,655620,Krieg,2017-09-22,2,0,0,0,1,0,1,1,0.0,10000.0,0.0,25,0.84,4,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
15191,656020,Beta Runner,2017-07-25,2,0,0,1,0,12,0,0,0.0,10000.0,0.0,4,1.0,4,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15228,656620,Circuit Warz,2017-07-04,2,0,0,1,0,0,0,0,0.0,10000.0,0.0,13,0.5384615384615384,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15253,657180,The Adliberum Engine (ADLENGINE),2017-06-23,2,0,0,1,0,0,0,0,0.0,10000.0,0.0,7,0.8571428571428571,8,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15263,657410,Electronics Circuits Simulator,2017-07-06,2,0,0,1,0,0,0,0,0.0,10000.0,0.0,15,0.6,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15295,658420,Agents of Aggro City Online,2018-01-05,1,1,0,0,0,35,0,0,0.0,10000.0,0.0,9,0.3333333333333333,18,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
15327,659000,Meta Star,2017-08-23,2,0,0,1,0,0,0,0,0.0,10000.0,0.0,11,0.7272727272727273,4,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15363,660070,Chromatic,2017-07-17,2,0,0,1,0,46,0,0,0.0,10000.0,0.0,19,0.9473684210526315,9,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15402,661260,Bad Thoughts,2017-09-15,2,0,0,0,1,0,0,0,0.0,10000.0,0.0,10,0.6,4,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15468,662870,The Cerberus Project: Horde Arena FPS,2017-10-04,2,0,0,0,1,0,0,0,0.0,10000.0,0.0,3,0.6666666666666666,7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
