,appid,name,release_date,yrs_released,winter,spring,summer,fall,achievements,average_playtime,median_playtime,price,avg_owners,revenue,total_ratings,perc_pos_ratings,tags_per_game,multi,co-op,cont_supp,steam_achiev,steam_tc,steam_cloud,indie,action,adventure,casual,strategy,simulation,rpg,puzzle,2d,great_soundtrack,atmospheric,vr,difficult,story_rich,free_to_play,anime,horror,platformer,pixel_graphics,violent
3621,314280,The Forgotten Ones,2014-07-17,5,0,0,1,0,12,24,24,0.0,750000.0,0.0,1504,0.6003989361702128,20,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
3622,314290,Obludia,2014-07-18,5,0,0,1,0,26,0,0,3.99,35000.0,139650.0,65,0.49230769230769234,7,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3623,314300,CubeZ,2014-12-01,5,1,0,0,0,0,0,0,5.59,10000.0,55900.0,48,0.2916666666666667,6,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3624,314320,GamersGoMakers,2014-08-08,5,0,0,1,0,0,0,0,6.19,10000.0,61900.00000000001,381,0.7926509186351706,7,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3625,314330,DROD: Gunthro and the Epic Blunder,2016-09-23,3,0,0,0,1,300,0,0,6.99,10000.0,69900.0,60,0.9,5,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3626,314340,Chess 2: The Sequel,2014-08-19,5,0,0,1,0,14,0,0,4.79,10000.0,47900.0,96,0.5208333333333334,5,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3627,314350,Abatron,2017-03-10,2,0,1,0,0,0,0,0,14.99,10000.0,149900.0,11,1.0,6,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3628,314360,Aritana and the Harpy's Feather,2014-08-15,5,0,0,1,0,37,0,0,6.99,10000.0,69900.0,94,0.9042553191489362,3,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3629,314370,boxlife,2016-01-14,3,1,0,0,0,1,0,0,1.69,10000.0,16900.0,112,0.7678571428571429,3,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3630,314380,Lantern Forge,2014-07-18,5,0,0,1,0,0,0,0,6.99,10000.0,69900.0,266,0.5488721804511278,8,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3631,314410,Rampage Knights,2015-09-04,4,0,0,0,1,84,290,315,8.99,350000.0,3146500.0,2490,0.9240963855421687,17,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3632,314460,Jamsouls,2014-08-21,5,0,0,1,0,26,338,339,2.79,10000.0,27900.0,62,0.5,4,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3633,314470,Heroes of a Broken Land,2014-08-07,5,0,0,1,0,82,0,0,10.99,10000.0,109900.0,144,0.8472222222222222,10,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3634,314510,Fall of the New Age Premium Edition,2014-07-25,5,0,0,1,0,0,0,0,4.99,75000.0,374250.0,126,0.5952380952380952,5,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3635,314520,Euro Fishing,2015-11-02,4,0,0,0,1,97,0,0,14.99,75000.0,1124250.0,1467,0.610770279481936,20,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
3636,314530,Aware,2015-03-18,4,0,1,0,0,0,0,0,9.99,10000.0,99900.0,23,0.4782608695652174,5,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3637,314540,Paper Monsters Recut,2014-10-23,5,0,0,0,1,0,0,0,5.59,10000.0,55900.0,36,0.6944444444444444,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3638,314560,Kyn,2015-07-28,4,0,0,1,0,49,0,0,14.99,10000.0,149900.0,117,0.6410256410256411,5,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3639,314570,The Sun at Night,2014-08-01,5,0,0,1,0,23,126,126,3.99,10000.0,39900.0,41,0.4878048780487805,7,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3640,314590,room13,2017-01-13,2,1,0,0,0,50,0,0,5.59,35000.0,195650.0,69,0.7971014492753623,10,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3641,314610,Vincere Totus Astrum,2017-02-20,2,1,0,0,0,0,0,0,2.79,10000.0,27900.0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3642,314630,The Thin Silence,2018-04-27,1,0,1,0,0,25,0,0,7.19,10000.0,71900.0,19,0.8947368421052632,20,0,0,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1
3643,314660,Oddworld: New 'n' Tasty,2015-02-25,4,1,0,0,0,35,215,330,14.99,350000.0,5246500.0,2304,0.8767361111111112,19,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0
3644,314710,Mighty No. 9,2016-06-23,3,0,0,1,0,70,28,28,15.99,350000.0,5596500.0,2756,0.4960087082728592,20,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0
3645,314760,Direct Hit: Missile War,2014-08-07,5,0,0,1,0,18,0,0,6.99,10000.0,69900.0,21,0.42857142857142855,2,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3646,314770,Pe-2: Dive Bomber,2014-08-06,5,0,0,1,0,0,0,0,6.99,10000.0,69900.0,12,0.6666666666666666,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3647,314790,Silence,2016-11-15,3,0,0,0,1,46,97,146,16.99,150000.0,2548499.9999999995,1217,0.8578471651602301,13,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0
3648,314810,Randal's Monday,2014-11-12,5,0,0,0,1,21,13,13,14.99,150000.0,2248500.0,836,0.7619617224880383,9,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
3649,314830,Blackguards 2,2015-01-20,4,1,0,0,0,50,151,158,11.49,350000.0,4021500.0,737,0.6648575305291723,13,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3650,314950,Spectre,2016-10-03,3,0,0,0,1,0,0,0,3.99,10000.0,39900.0,37,0.2972972972972973,4,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3651,314970,Age of Conquest IV,2016-04-05,3,0,1,0,0,21,93,141,0.0,350000.0,0.0,1563,0.7863083813179782,8,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3652,314980,Supreme Ruler Ultimate,2014-10-17,5,0,0,0,1,33,0,0,14.99,35000.0,524650.0,603,0.724709784411277,20,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3653,315060,Bloop Reloaded,2015-02-06,4,1,0,0,0,11,322,319,6.99,150000.0,1048500.0,312,0.657051282051282,5,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3654,315070,Blob From Space,2014-10-15,5,0,0,0,1,33,212,264,4.99,35000.0,174650.0,120,0.20833333333333334,4,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3655,315080,Foresight,2014-11-28,5,0,0,0,1,104,333,333,3.99,10000.0,39900.0,43,0.8372093023255814,4,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3656,315110,Woah Dave!,2014-10-30,5,0,0,0,1,21,126,126,3.99,35000.0,139650.0,100,0.77,9,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
3657,315130,CO-OP : Decrypted,2015-08-17,4,0,0,1,0,20,0,0,6.99,10000.0,69900.0,58,0.46551724137931033,7,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3658,315320,Skilltree Saga,2014-12-04,5,1,0,0,0,38,0,0,6.99,35000.0,244650.0,149,0.3221476510067114,13,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3659,315330,All Guns On Deck,2015-08-28,4,0,0,1,0,0,244,476,9.99,150000.0,1498500.0,347,0.4034582132564842,8,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3660,315340,A.R.E.S. Extinction Agenda EX,2014-10-03,5,0,0,0,1,31,0,0,7.19,10000.0,71900.0,169,0.7751479289940828,10,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
3661,315430,Polarity,2016-07-15,3,0,0,1,0,10,156,135,10.29,750000.0,7717499.999999999,4874,0.8067295855560115,20,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0
3662,315450,Bliss,2014-12-08,5,1,0,0,0,10,0,0,3.99,10000.0,39900.0,47,0.6170212765957447,4,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3663,315460,Dig or Die,2018-07-10,1,0,0,1,0,18,0,0,9.29,150000.0,1393499.9999999998,3062,0.9069235793598955,20,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0
3664,315480,The Escapist,2014-09-15,5,0,0,0,1,14,0,0,3.99,10000.0,39900.0,21,0.19047619047619047,3,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3665,315540,The Joylancer: Legendary Motor Knight,2014-11-07,5,0,0,0,1,0,0,0,6.99,35000.0,244650.0,117,0.5299145299145299,7,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
3666,315550,Taxi,2014-08-22,5,0,0,1,0,0,0,0,3.99,35000.0,139650.0,296,0.5,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3667,315610,Spud's Quest,2014-07-31,5,0,0,1,0,0,0,0,5.59,10000.0,55900.0,28,0.7857142857142857,4,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3668,315650,Deep Under the Sky,2014-08-22,5,0,0,1,0,0,0,0,6.99,35000.0,244650.0,52,0.6730769230769231,3,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3669,315660,Trainz: A New Era,2015-05-14,4,0,1,0,0,23,90,90,29.99,35000.0,1049650.0,1254,0.6626794258373205,8,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3670,315670,Raiden III Digital Edition,2014-09-23,5,0,0,0,1,0,860,860,6.99,35000.0,244650.0,228,0.7456140350877193,5,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3671,315680,Spellcrafter,2015-05-04,4,0,1,0,0,20,0,0,6.99,10000.0,69900.0,55,0.34545454545454546,5,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3672,315810,eden*,2015-01-30,4,1,0,0,0,0,385,385,14.99,150000.0,2248500.0,2043,0.9623103279490944,17,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0
3673,315830,Daedalus - No Escape,2014-10-28,5,0,0,0,1,44,0,0,3.99,35000.0,139650.0,116,0.8448275862068966,6,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3674,315840,Catacomb Kids,2015-02-20,4,1,0,0,0,0,0,0,12.39,10000.0,123900.0,419,0.9093078758949881,12,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0
3675,315850,Amazing Princess Sarah,2014-08-18,5,0,0,1,0,12,0,0,3.99,10000.0,39900.0,195,0.6615384615384615,8,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
3676,315860,Celestian Tales: Old North,2015-08-10,4,0,0,1,0,18,277,277,10.29,35000.0,360149.99999999994,336,0.6845238095238095,8,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
3677,315920,Stonerid,2014-08-15,5,0,0,1,0,37,0,0,3.99,35000.0,139650.0,173,0.6820809248554913,4,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
3678,315930,Bravada,2014-08-22,5,0,0,1,0,48,0,0,6.99,75000.0,524250.0,56,0.8392857142857143,3,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3679,315940,Top Hat,2014-07-31,5,0,0,1,0,81,0,0,0.79,35000.0,27650.0,62,0.6290322580645161,6,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
3680,316010,Magic Duels,2015-07-29,4,0,0,1,0,49,1854,125,0.0,3500000.0,0.0,23511,0.7060099527880567,16,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
3681,316020,Hangeki,2014-08-11,5,0,0,1,0,30,0,0,6.99,10000.0,69900.0,35,0.8857142857142857,5,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3682,316030,Disney Alice in Wonderland,2014-10-06,5,0,0,0,1,0,0,0,15.49,10000.0,154900.0,98,0.7040816326530612,4,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3683,316080,Parcel,2015-04-22,4,0,1,0,0,27,0,0,3.99,10000.0,39900.0,120,0.8833333333333333,10,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3684,316140,Appointment With FEAR,2014-08-26,5,0,0,1,0,30,0,0,3.99,10000.0,39900.0,84,0.6190476190476191,6,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3685,316160,Broken Sword 4 - the Angel of Death,2014-11-04,5,0,0,0,1,0,0,0,4.99,75000.0,374250.0,153,0.4117647058823529,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3686,316180,A City Sleeps™,2014-10-16,5,0,0,0,1,16,0,0,6.99,35000.0,244650.0,84,0.6071428571428571,6,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3687,316240,Professional Lumberjack 2015,2015-03-05,4,0,1,0,0,0,0,0,14.99,35000.0,524650.0,101,0.19801980198019803,2,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3688,316260,Disney Universe,2014-10-06,5,0,0,0,1,0,0,0,15.49,10000.0,154900.0,94,0.7659574468085106,6,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3689,316320,Disney•Pixar Cars Toon: Mater's Tall Tales,2014-10-06,5,0,0,0,1,0,0,0,15.49,10000.0,154900.0,21,0.47619047619047616,4,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3690,316370,Wave of Darkness,2015-11-05,4,0,0,0,1,126,0,0,19.99,10000.0,199899.99999999997,88,0.5568181818181818,3,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3691,316390,sZone-Online,2015-12-29,4,1,0,0,0,0,39,27,0.0,3500000.0,0.0,8091,0.3961191447287109,20,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
3692,316420,The Curse of the Werewolves,2014-09-01,5,0,0,0,1,0,0,0,6.99,10000.0,69900.0,19,0.7368421052631579,6,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3693,316430,Battle of Empires : 1914-1918,2015-07-22,4,0,0,1,0,319,0,0,5.99,75000.0,449250.0,1663,0.6566446181599519,12,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3694,316480,Shadow Puppeteer,2014-09-29,5,0,0,0,1,6,0,0,10.99,75000.0,824250.0,128,0.765625,12,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
3695,316600,QP Shooting - Dangerous!!,2014-11-14,5,0,0,0,1,36,207,221,5.59,75000.0,419250.0,376,0.9281914893617021,10,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3696,316610,A Good Snowman Is Hard To Build,2015-02-25,4,1,0,0,0,5,0,0,6.99,35000.0,244650.0,206,0.9563106796116505,20,0,0,1,1,0,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0
3697,316660,Toast Time,2014-08-27,5,0,0,1,0,9,0,0,3.99,35000.0,139650.0,74,0.7972972972972973,6,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3698,316700,Front Page Sports Football,2014-10-02,5,0,0,0,1,0,0,0,6.99,10000.0,69900.0,60,0.11666666666666667,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3699,316720,planetarian ~the reverie of a little planet~,2014-09-12,5,0,0,0,1,19,69,138,6.99,75000.0,524250.0,1512,0.9755291005291006,16,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0
3700,316740,Biglands: A Game Made By Kids,2014-08-25,5,0,0,1,0,15,0,0,3.99,10000.0,39900.0,60,0.4666666666666667,6,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
3701,316790,Grim Fandango Remastered,2015-01-26,4,1,0,0,0,47,285,322,10.99,750000.0,8242500.0,4600,0.8976086956521739,20,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0
3702,316810,Shadowcrypt,2014-09-15,5,0,0,0,1,20,0,0,3.99,35000.0,139650.0,92,0.532608695652174,8,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
3703,316840,The Sacred Tears TRUE,2014-09-25,5,0,0,0,1,0,1042,1042,6.99,35000.0,244650.0,60,0.75,8,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
3704,316890,Calvino Noir,2015-08-27,4,0,0,1,0,40,0,0,4.99,35000.0,174650.0,331,0.6435045317220544,4,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3705,316930,Kings of Kung Fu,2015-06-25,4,0,0,1,0,12,0,0,6.99,35000.0,244650.0,581,0.6402753872633391,5,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3706,316950,War Operations,2014-09-18,5,0,0,0,1,0,0,0,2.79,10000.0,27900.0,92,0.3695652173913043,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3707,316970,The Waste Land,2014-09-16,5,0,0,0,1,30,0,0,7.19,10000.0,71900.0,90,0.5111111111111111,7,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3708,317020,Pajama Sam: Games to Play on Any Day,2014-10-23,5,0,0,0,1,0,0,0,3.99,35000.0,139650.0,30,0.8666666666666667,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3709,317030,Fatty Bear's Birthday Surprise,2014-10-23,5,0,0,0,1,0,169,169,4.99,35000.0,174650.0,101,0.9207920792079208,6,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3710,317040,The Original Strife: Veteran Edition,2014-12-12,5,1,0,0,0,20,288,300,6.99,75000.0,524250.0,357,0.9215686274509803,12,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3711,317060,Attractio,2016-01-18,3,1,0,0,0,18,0,0,14.99,35000.0,524650.0,116,0.4482758620689655,7,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3712,317080,MotorSport Revolution,2015-01-15,4,1,0,0,0,0,0,0,10.99,10000.0,109900.0,76,0.18421052631578946,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3713,317100,Republique,2015-02-25,4,1,0,0,0,26,0,0,7.19,35000.0,251650.0,375,0.776,14,0,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
3714,317250,Airscape - The Fall of Gravity,2015-08-11,4,0,0,1,0,23,1718,244,1.59,350000.0,556500.0,2431,0.8251748251748252,20,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,1,0,1,0,0
3715,317280,Solstice,2016-03-23,3,0,1,0,0,18,0,0,14.99,75000.0,1124250.0,146,0.7808219178082192,17,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
3716,317290,Bionic Heart 2,2014-09-22,5,0,0,0,1,24,0,0,10.99,10000.0,109900.0,36,0.5833333333333334,13,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3717,317300,Roommates,2014-10-15,5,0,0,0,1,16,126,126,18.99,35000.0,664650.0,185,0.7297297297297297,14,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3718,317320,Nelly Cootalot: The Fowl Fleet,2016-03-22,3,0,1,0,0,20,0,0,13.99,35000.0,489650.0,148,0.9391891891891891,16,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
3719,317360,Double Action: Boogaloo,2014-10-23,5,0,0,0,1,14,5852,50,0.0,3500000.0,0.0,10038,0.921697549312612,20,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3720,317370,The Keep,2017-03-16,2,0,1,0,0,25,0,0,12.99,10000.0,129900.0,62,0.7419354838709677,6,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3721,317380,War on Folvos,2014-08-08,5,0,0,1,0,0,0,0,2.79,75000.0,209250.0,70,0.6714285714285714,4,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3722,317410,Color Symphony,2014-09-15,5,0,0,0,1,0,14,15,0.0,350000.0,0.0,1297,0.7401696222050886,17,0,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0
3723,317440,Quantum Rush Champions,2014-12-04,5,1,0,0,0,34,3,3,6.99,35000.0,244650.0,155,0.5870967741935483,8,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3724,317470,Cubic Castles,2014-08-13,5,0,0,1,0,0,93,161,0.0,750000.0,0.0,4157,0.7171036805388501,20,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
3725,317510,Beyond Gravity,2014-09-23,5,0,0,0,1,40,105,174,1.59,35000.0,55650.0,888,0.8862612612612613,4,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3726,317580,Disney•Pixar Toy Story Mania!,2014-10-06,5,0,0,0,1,0,0,0,15.49,10000.0,154900.0,14,0.5714285714285714,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3727,317610,Prophour23,2014-10-22,5,0,0,0,1,11,0,0,6.99,35000.0,244650.0,65,0.7076923076923077,9,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3728,317620,Space Hulk: Ascension,2014-11-12,5,0,0,0,1,163,225,225,22.99,150000.0,3448499.9999999995,720,0.7055555555555556,10,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3729,317710,Velocibox,2014-09-08,5,0,0,0,1,24,199,199,4.59,75000.0,344250.0,595,0.8857142857142857,6,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3730,317720,Tiestru,2014-08-20,5,0,0,1,0,0,0,0,6.99,35000.0,244650.0,47,0.2765957446808511,4,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3731,317730,REVERSE SIDE,2015-07-30,4,0,0,1,0,11,0,0,10.59,10000.0,105900.0,91,0.4065934065934066,9,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3732,317820,Guild of Dungeoneering,2015-07-14,4,0,0,1,0,49,542,549,10.99,350000.0,3846500.0,1676,0.7464200477326969,20,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
3733,317840,Dokuro,2014-12-08,5,1,0,0,0,31,0,0,6.99,10000.0,69900.0,40,0.8,5,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3734,317920,Hills Of Glory 3D,2015-05-28,4,0,1,0,0,0,6,6,3.99,10000.0,39900.0,16,0.5,3,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3735,317940,Karmaflow: The Rock Opera Videogame - Act I & Act II,2015-05-06,4,0,1,0,0,14,0,0,3.99,10000.0,39900.0,182,0.7197802197802198,6,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3736,317950,KEL Reaper of Entropy,2014-11-18,5,0,0,0,1,15,0,0,1.59,10000.0,15900.0,44,0.5227272727272727,3,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3737,317970,Dusk 12,2014-08-22,5,0,0,1,0,0,0,0,2.79,10000.0,27900.0,109,0.45871559633027525,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
